Crop,SeedVariety,Season,SoilType,Soil_pH,WaterRequirement,TemperatureC,RainfallMM,HumidityPercent,State,SowingMonth,HarvestMonth,HarvestTimeDays,CommonDisease,PestControl,FertilizerType,FertilizerKgPerAcre,AverageMarketPriceINR_perKg, 
Turmeric,TC 25,Rabi,Loamy,5.8,Medium,36,1478,90,Andhra Pradesh,December,November,118,Rust,Neem Oil Spray,Potash,63,133,
Turmeric,KBSH 41,Zaid,Alluvial,6.2,High,19,1525,42,Tamil Nadu,January,October,128,Rust,Integrated Pest Management,Potash,76,51,
Turmeric,Pusa Ruby,Annual,Black Soil,7.8,Medium,23,2009,49,Bihar,August,May,160,Wilt,Neem Oil Spray,NPK,77,25,
Turmeric,HHB 67,Zaid,Loamy,7.6,Low,33,1415,43,Haryana,May,September,64,Leaf Spot,Chemical Pesticide,Compost,91,47,
Turmeric,JG 11,Rabi,Alluvial,6.3,Low,33,1466,53,Andhra Pradesh,February,March,60,Mildew,Chemical Pesticide,NPK,27,144,
Turmeric,CSV 20,Rabi,Alluvial,6.8,High,35,471,68,Punjab,June,December,123,Mildew,Crop Rotation,DAP,66,121,
Turmeric,Varsha Uphar,Zaid,Clayey,7,Medium,29,1121,81,Rajasthan,May,May,192,Leaf Spot,Integrated Pest Management,Potash,36,51,
Vanilla,Pusa Ruby,Kharif,Black Soil,7.4,High,38,923,56,Bihar,April,January,154,Bacterial Blight,Neem Oil Spray,DAP,55,117,
Vanilla,GPU 45,Annual,Loamy,5.7,High,20,1264,55,Punjab,October,January,73,Mildew,Biological Control,NPK,87,89,
Vanilla,DPL 62,Rabi,Loamy,7.4,High,29,488,52,Kerala,February,May,148,Blight,Chemical Pesticide,Compost,51,26,
Vanilla,Agrifound Light Red,Zaid,Sandy Loam,7.7,High,38,612,58,Tamil Nadu,April,February,98,Mildew,Biological Control,NPK,76,57,
Vanilla,MACS 450,Kharif,Alluvial,6.5,High,37,1332,87,Bihar,February,April,123,Blight,Neem Oil Spray,DAP,103,113,
Vanilla,T 13,Rabi,Loamy,5.8,High,24,1866,60,Punjab,April,July,105,Bacterial Blight,Integrated Pest Management,Compost,67,140,
Vanilla,Co 99004,Zaid,Sandy Loam,6.8,High,23,1033,52,Maharashtra,April,October,191,Rust,Chemical Pesticide,Compost,69,39,
Vanilla,Morden,Kharif,Alluvial,6.3,Low,35,342,57,Telangana,October,September,75,Bacterial Blight,Biological Control,Compost,62,91,
Vanilla,Arka Rakshak,Zaid,Loamy,5.6,High,23,1258,57,Telangana,October,August,63,Bacterial Blight,Biological Control,NPK,57,39,
Vanilla,PL 406,Kharif,Black Soil,7.7,Medium,26,333,50,West Bengal,January,February,189,Blight,Integrated Pest Management,Potash,113,20,
Watermelon,ICPL 87119,Annual,Sandy Loam,6.3,High,24,2181,55,Gujarat,September,January,165,Bacterial Blight,Biological Control,Compost,102,53,
Watermelon,CO 2,Annual,Loamy,7.3,Low,20,1846,45,West Bengal,January,October,91,Mildew,Neem Oil Spray,Potash,42,114,
Watermelon,T9,Rabi,Alluvial,6.5,High,26,1423,69,Odisha,July,November,97,Rust,Chemical Pesticide,Compost,74,29,
Watermelon,N53,Rabi,Black Soil,6.5,Medium,38,987,69,Odisha,June,November,66,Rust,Integrated Pest Management,Potash,85,79,
Watermelon,TC 25,Zaid,Black Soil,5.8,Medium,19,309,46,Gujarat,December,January,178,Wilt,Biological Control,NPK,80,147,
Watermelon,Co 0118,Rabi,Clayey,7,Low,28,1345,88,Gujarat,May,November,69,Wilt,Integrated Pest Management,Compost,97,139,
Watermelon,PU 31,Annual,Black Soil,6.6,High,29,2171,67,Telangana,December,April,119,Leaf Spot,Chemical Pesticide,NPK,39,56,
Watermelon,HD 2967,Rabi,Sandy Loam,5.7,Low,38,1684,48,Punjab,January,December,91,Wilt,Chemical Pesticide,Nitrogen,59,62,
Watermelon,Pusa Sawani,Annual,Black Soil,7.2,Medium,20,1973,73,Telangana,January,September,115,Blight,Crop Rotation,DAP,49,134,
Watermelon,Kufri Chipsona 1,Kharif,Sandy Loam,6.5,Low,23,2107,56,Madhya Pradesh,March,February,95,Wilt,Chemical Pesticide,DAP,84,24,
Wheat,T 13,Annual,Clayey,6.3,Medium,30,1618,41,Gujarat,December,October,194,Leaf Spot,Biological Control,Compost,69,64,
Wheat,Arka Anamika,Zaid,Loamy,7.5,Medium,38,523,48,Karnataka,February,December,195,Mildew,Biological Control,Nitrogen,69,21,
Wheat,Bhima Super,Rabi,Sandy Loam,6.1,Low,34,1006,44,West Bengal,December,February,124,Mildew,Neem Oil Spray,Compost,95,46,
Wheat,Vivek QPM 9,Zaid,Black Soil,6.2,High,19,1028,86,Rajasthan,July,December,152,Leaf Spot,Neem Oil Spray,DAP,52,111,
Wheat,Pusa Vishal,Zaid,Alluvial,7.1,High,22,472,84,Haryana,May,August,148,Leaf Spot,Crop Rotation,DAP,88,73,
Wheat,Kufri Pukhraj,Annual,Sandy Loam,7.8,Medium,21,596,43,Rajasthan,May,January,171,Mildew,Crop Rotation,Compost,59,41,
Wheat,Bunny Bt,Kharif,Sandy Loam,5.7,Low,30,1817,81,Tamil Nadu,July,August,120,Leaf Spot,Integrated Pest Management,Nitrogen,87,22,
Wheat,HD 2967,Zaid,Black Soil,5.6,Low,31,699,71,Haryana,July,December,74,Mildew,Neem Oil Spray,Nitrogen,68,127,
Wheat,RHB 121,Kharif,Black Soil,6.8,Low,29,2003,45,Uttar Pradesh,October,November,135,Rust,Crop Rotation,Potash,115,72,
Wheat,Pusa Snowball,Annual,Sandy Loam,5.7,Medium,29,1990,64,Karnataka,June,December,195,Bacterial Blight,Crop Rotation,Compost,88,20,
Amaranth,TAG 24,Zaid,Clayey,6.1,Low,31,2157,79,Odisha,February,July,120,Wilt,Crop Rotation,DAP,62,12,
Amaranth,Japanese White,Rabi,Alluvial,6.4,Low,27,1573,47,Haryana,March,October,105,Rust,Chemical Pesticide,Potash,30,93,
Amaranth,Pusa Purple Long,Kharif,Black Soil,7.3,High,26,420,83,Andhra Pradesh,September,February,168,Rust,Biological Control,DAP,30,42,
Amaranth,PDM 139,Annual,Loamy,6.2,High,31,1780,65,Odisha,February,November,150,Rust,Chemical Pesticide,Nitrogen,88,22,
Amaranth,Pusa Kranti,Zaid,Sandy Loam,5.8,High,37,1401,56,Karnataka,October,November,193,Leaf Spot,Biological Control,Compost,51,109,
Amaranth,Kadiri 6,Zaid,Loamy,7.6,High,29,1539,54,Bihar,September,March,115,Bacterial Blight,Chemical Pesticide,Compost,80,60,
Amaranth,Nantes,Kharif,Black Soil,7.6,Low,19,2081,86,Gujarat,July,June,186,Bacterial Blight,Integrated Pest Management,Nitrogen,26,91,
Amaranth,HQPM 1,Annual,Alluvial,6.2,High,32,1427,84,West Bengal,October,October,130,Wilt,Biological Control,Nitrogen,51,46,
Amaranth,PU 31,Zaid,Alluvial,6.2,Medium,26,1300,48,Bihar,January,September,164,Wilt,Neem Oil Spray,Compost,103,75,
Amaranth,JS 95-60,Zaid,Loamy,7.7,High,25,1097,56,Karnataka,December,August,154,Blight,Biological Control,Potash,93,58,
Quinoa,TC 25,Zaid,Clayey,7.7,Low,25,1243,75,West Bengal,June,April,68,Leaf Spot,Biological Control,NPK,67,60,
Quinoa,IR64,Rabi,Black Soil,6,Low,31,703,56,Gujarat,July,October,147,Leaf Spot,Biological Control,DAP,22,38,
Quinoa,JG 14,Annual,Loamy,6.9,High,22,1585,63,Madhya Pradesh,December,August,63,Bacterial Blight,Neem Oil Spray,NPK,48,137,
Quinoa,RCH2 Bt,Rabi,Black Soil,5.7,High,25,621,80,Telangana,March,November,67,Wilt,Chemical Pesticide,DAP,120,106,
Quinoa,RT 46,Rabi,Loamy,6.8,High,36,1872,59,Gujarat,December,June,134,Wilt,Biological Control,Compost,99,140,
Quinoa,Pusa Chetki,Kharif,Black Soil,7.7,Low,32,563,48,Telangana,May,September,144,Blight,Integrated Pest Management,NPK,82,50,
Quinoa,CO 2,Kharif,Sandy Loam,7.1,Low,36,940,88,Bihar,May,June,85,Leaf Spot,Neem Oil Spray,Potash,113,41,
Quinoa,LBG 20,Kharif,Black Soil,7.1,Low,19,1887,87,Andhra Pradesh,March,July,188,Mildew,Chemical Pesticide,Nitrogen,45,60,
Quinoa,Vijay,Rabi,Clayey,7.6,Low,20,1246,49,Kerala,December,August,156,Mildew,Crop Rotation,Potash,103,128,
Quinoa,Pusa Kesar,Annual,Black Soil,6,Medium,34,409,83,Uttar Pradesh,October,July,168,Wilt,Biological Control,Potash,119,49,
Buckwheat,Co 99004,Kharif,Black Soil,6.2,High,35,759,67,Karnataka,July,December,127,Leaf Spot,Neem Oil Spray,Nitrogen,43,41,
Buckwheat,Pant Shubhra,Kharif,Alluvial,7.5,Medium,33,597,66,Odisha,October,May,169,Blight,Integrated Pest Management,DAP,117,82,
Buckwheat,JG 14,Kharif,Clayey,6,Medium,35,496,59,Tamil Nadu,May,April,180,Blight,Integrated Pest Management,Compost,49,71,
Buckwheat,PL 406,Annual,Clayey,5.9,Medium,20,2123,58,Maharashtra,April,November,132,Bacterial Blight,Integrated Pest Management,Compost,94,37,
Buckwheat,HD 3086,Zaid,Black Soil,6.3,High,30,1060,88,Odisha,December,August,199,Wilt,Crop Rotation,Nitrogen,51,72,
Buckwheat,Bunny Bt,Rabi,Loamy,5.8,Medium,36,1478,90,Andhra Pradesh,December,November,118,Rust,Neem Oil Spray,Potash,63,133,
Buckwheat,Varuna,Kharif,Sandy Loam,5.7,Medium,25,398,66,Kerala,June,October,161,Blight,Crop Rotation,DAP,54,16,
Buckwheat,PDM 139,Rabi,Sandy Loam,6.3,High,26,1628,87,Gujarat,December,April,78,Rust,Integrated Pest Management,DAP,31,149,
Buckwheat,Agrifound Light Red,Zaid,Sandy Loam,6.1,Medium,20,1424,46,Andhra Pradesh,December,September,111,Bacterial Blight,Biological Control,Potash,68,90,
Buckwheat,WH 1105,Annual,Loamy,7.3,Low,20,1846,45,West Bengal,January,October,91,Mildew,Neem Oil Spray,Potash,42,114,
Teff,Ganga 5,Zaid,Black Soil,7.2,Medium,24,615,57,Punjab,August,September,158,Bacterial Blight,Crop Rotation,Nitrogen,62,15,
Teff,Arka Shirish,Zaid,Black Soil,5.9,High,19,722,62,Tamil Nadu,March,May,199,Leaf Spot,Neem Oil Spray,Potash,94,106,
Teff,Pusa Kranti,Kharif,Black Soil,6.6,High,22,1104,65,Punjab,March,January,87,Blight,Neem Oil Spray,Compost,68,88,
Teff,Co 99004,Rabi,Clayey,7.1,Medium,35,323,70,Telangana,December,March,140,Bacterial Blight,Biological Control,NPK,46,118,
Teff,Pusa Red,Rabi,Clayey,7.2,Medium,29,1947,90,Karnataka,May,May,146,Rust,Chemical Pesticide,DAP,77,120,
Teff,Pusa Sawani,Rabi,Alluvial,6.1,High,21,1580,81,Telangana,July,July,102,Wilt,Integrated Pest Management,NPK,50,135,
Teff,HD 2967,Annual,Black Soil,6.6,Low,26,1957,76,Gujarat,April,June,134,Rust,Neem Oil Spray,DAP,87,36,
Teff,JS 335,Zaid,Sandy Loam,6.2,High,38,1784,62,Maharashtra,October,November,88,Wilt,Chemical Pesticide,DAP,67,25,
Teff,Co 86032,Rabi,Loamy,6.4,Low,37,1649,56,Bihar,January,April,66,Mildew,Crop Rotation,DAP,86,104,
Teff,Pusa Vishal,Kharif,Loamy,5.7,Low,34,2197,75,Kerala,November,February,132,Leaf Spot,Neem Oil Spray,DAP,66,146,
Canola,Varsha Uphar,Kharif,Black Soil,6.6,Low,21,1918,74,Maharashtra,March,October,128,Blight,Neem Oil Spray,NPK,120,15,
Canola,IR64,Annual,Clayey,5.9,High,23,1561,51,Bihar,January,May,157,Rust,Chemical Pesticide,Nitrogen,65,149,
Canola,Pusa Purple Long,Rabi,Loamy,6.8,Low,28,918,49,Andhra Pradesh,August,October,195,Blight,Crop Rotation,Nitrogen,76,70,
Canola,KBSH 1,Rabi,Sandy Loam,6.9,High,37,1368,40,Andhra Pradesh,June,October,142,Bacterial Blight,Biological Control,Potash,32,71,
Canola,Samba Mahsuri,Zaid,Sandy Loam,6,Medium,31,1871,81,Telangana,June,May,99,Mildew,Chemical Pesticide,Potash,83,32,
Canola,LBG 20,Zaid,Alluvial,7.6,High,22,1521,76,Haryana,July,August,194,Mildew,Biological Control,Compost,38,101,
Canola,PU 31,Annual,Alluvial,7.5,Low,33,1260,75,Telangana,February,June,78,Blight,Neem Oil Spray,NPK,115,54,
Canola,GPU 45,Annual,Clayey,6,Low,36,1837,77,Rajasthan,July,May,97,Bacterial Blight,Chemical Pesticide,Compost,56,32,
Canola,Pusa Rohini,Kharif,Black Soil,6.4,Low,22,2187,47,Kerala,March,November,88,Bacterial Blight,Integrated Pest Management,NPK,97,45,
Canola,CSV 20,Rabi,Black Soil,5.5,High,19,1667,63,Telangana,March,March,63,Leaf Spot,Integrated Pest Management,DAP,106,17,
Chia,RT 46,Annual,Sandy Loam,7,High,31,1790,53,Maharashtra,May,February,109,Bacterial Blight,Integrated Pest Management,Compost,34,113,
Chia,Arka Rakshak,Rabi,Sandy Loam,6.1,High,31,629,66,Rajasthan,October,November,64,Bacterial Blight,Integrated Pest Management,Nitrogen,65,125,
Chia,KBSH 41,Rabi,Black Soil,5.5,Medium,35,683,48,Madhya Pradesh,February,January,184,Leaf Spot,Biological Control,NPK,116,51,
Chia,Co 99004,Rabi,Black Soil,6.9,High,27,1462,52,Rajasthan,September,January,175,Bacterial Blight,Chemical Pesticide,NPK,96,70,
Chia,Maruti,Annual,Black Soil,5.6,Medium,32,1813,87,Bihar,December,August,163,Wilt,Chemical Pesticide,Compost,85,122,
Chia,Samba Mahsuri,Zaid,Alluvial,7,Low,29,1108,72,Andhra Pradesh,April,March,144,Leaf Spot,Neem Oil Spray,DAP,58,72,
Chia,PBW 343,Kharif,Black Soil,6.1,Medium,25,658,43,Karnataka,February,May,178,Bacterial Blight,Crop Rotation,Potash,64,130,
Chia,GPU 45,Zaid,Black Soil,6,High,26,1800,90,Kerala,April,February,64,Rust,Chemical Pesticide,NPK,93,17,
Chia,GPU 28,Annual,Black Soil,7.3,High,32,340,81,Uttar Pradesh,April,April,192,Bacterial Blight,Crop Rotation,Potash,52,52,
Chia,GG 20,Kharif,Sandy Loam,7,Medium,38,1020,46,Kerala,July,December,196,Bacterial Blight,Biological Control,NPK,66,48,
Hemp,Pusa Masoor 5,Kharif,Loamy,6.4,High,27,1163,67,Rajasthan,September,March,105,Rust,Biological Control,NPK,60,92,
Hemp,HQPM 1,Annual,Sandy Loam,7.7,Medium,26,2039,53,Punjab,January,March,169,Wilt,Neem Oil Spray,DAP,89,39,
Hemp,GG 20,Zaid,Black Soil,7,High,24,1422,47,Andhra Pradesh,August,December,113,Mildew,Integrated Pest Management,Compost,21,50,
Hemp,UPAS 120,Kharif,Black Soil,7.2,High,34,757,80,Punjab,July,June,84,Rust,Neem Oil Spray,Potash,51,118,
Hemp,Kufri Jyoti,Kharif,Loamy,7,Medium,37,409,71,Andhra Pradesh,March,June,149,Bacterial Blight,Chemical Pesticide,NPK,82,142,
Hemp,DHM 117,Zaid,Clayey,6.1,Medium,34,1378,43,Maharashtra,August,November,108,Leaf Spot,Crop Rotation,DAP,99,84,
Hemp,Samrat,Zaid,Black Soil,5.9,High,19,722,62,Tamil Nadu,March,May,199,Leaf Spot,Neem Oil Spray,Potash,94,106,
Hemp,RD 2668,Zaid,Loamy,6.9,Low,38,773,77,Telangana,June,April,89,Leaf Spot,Biological Control,Compost,119,137,
Hemp,JL 24,Annual,Sandy Loam,6.8,Medium,34,1849,59,Bihar,December,August,127,Blight,Neem Oil Spray,Compost,103,34,
Hemp,Pusa Kesar,Annual,Black Soil,7.1,Low,23,1476,85,Karnataka,April,August,77,Blight,Neem Oil Spray,Potash,58,117,
Flax,Asha,Annual,Loamy,6.4,Medium,32,2157,85,Tamil Nadu,October,January,129,Blight,Crop Rotation,Nitrogen,68,84,
Flax,Maruti,Rabi,Loamy,7.3,High,21,487,67,Rajasthan,February,October,119,Leaf Spot,Integrated Pest Management,Nitrogen,40,46,
Flax,CSH 14,Rabi,Sandy Loam,6.6,Low,27,457,68,Karnataka,November,June,176,Bacterial Blight,Biological Control,Potash,73,75,
Flax,Co 86032,Kharif,Loamy,7,Low,33,1039,53,Odisha,August,August,181,Mildew,Neem Oil Spray,Potash,60,148,
Flax,TMV 7,Zaid,Clayey,7.7,Low,25,1243,75,West Bengal,June,April,68,Leaf Spot,Biological Control,NPK,67,60,
Flax,Golden Acre,Rabi,Clayey,5.8,High,23,1033,51,West Bengal,July,December,79,Wilt,Biological Control,Potash,93,103,
Flax,Nantes,Zaid,Sandy Loam,6.1,High,24,340,60,Telangana,August,March,183,Leaf Spot,Integrated Pest Management,Potash,108,84,
Flax,GPU 28,Kharif,Sandy Loam,6.3,High,38,844,71,Tamil Nadu,November,December,141,Blight,Biological Control,Potash,43,11,
Flax,HHB 67,Annual,Black Soil,6,Medium,34,409,83,Uttar Pradesh,October,July,168,Wilt,Biological Control,Potash,119,49,
Flax,Pratap Makka 5,Rabi,Clayey,7.5,Medium,24,1427,48,Telangana,August,May,130,Mildew,Biological Control,Compost,65,124,
Ramie,ML 365,Rabi,Sandy Loam,5.7,Low,34,1424,53,Punjab,July,May,134,Bacterial Blight,Neem Oil Spray,NPK,31,65,
Ramie,CSH 16,Zaid,Clayey,7.1,High,31,1124,46,Kerala,May,December,92,Leaf Spot,Chemical Pesticide,Compost,116,34,
Ramie,CSV 15,Kharif,Clayey,5.6,Low,36,1657,70,Gujarat,January,December,118,Bacterial Blight,Crop Rotation,Compost,58,55,
Ramie,Samrat,Annual,Clayey,5.9,Low,25,1251,76,Telangana,November,July,156,Leaf Spot,Biological Control,Potash,116,117,
Ramie,MTU1010,Kharif,Sandy Loam,5.6,Medium,29,1000,67,Punjab,March,February,188,Rust,Crop Rotation,Nitrogen,107,45,
Ramie,Pusa Rohini,Annual,Alluvial,7.7,Medium,34,1610,43,Tamil Nadu,November,July,156,Mildew,Crop Rotation,Nitrogen,67,124,
Ramie,RD 2552,Zaid,Clayey,7,Low,28,496,86,Telangana,February,January,127,Leaf Spot,Neem Oil Spray,DAP,94,127,
Ramie,HQPM 1,Annual,Black Soil,6,High,32,1878,44,Tamil Nadu,November,October,87,Wilt,Crop Rotation,Nitrogen,40,91,
Ramie,Pusa Masoor 5,Kharif,Clayey,6.7,Low,25,862,61,Telangana,October,May,63,Wilt,Biological Control,Potash,118,21,
Ramie,Bunny Bt,Annual,Loamy,5.5,Low,30,1265,46,Uttar Pradesh,October,December,108,Wilt,Biological Control,Nitrogen,65,146,
Kenaf,TC 25,Zaid,Alluvial,6.7,Medium,21,666,54,Haryana,December,February,118,Blight,Chemical Pesticide,Compost,114,99,
Kenaf,Co 0118,Kharif,Black Soil,5.9,Medium,38,834,86,Uttar Pradesh,June,January,162,Mildew,Neem Oil Spray,Compost,104,26,
Kenaf,Co 86032,Annual,Sandy Loam,6.4,Medium,31,1383,44,Karnataka,March,May,135,Mildew,Crop Rotation,Nitrogen,70,56,
Kenaf,TMV 7,Annual,Clayey,7.7,Low,24,2068,82,Bihar,February,April,111,Rust,Crop Rotation,Potash,74,103,
Kenaf,Morden,Kharif,Black Soil,7,Medium,23,1978,42,Uttar Pradesh,February,July,79,Leaf Spot,Integrated Pest Management,DAP,60,16,
Kenaf,HD 2967,Kharif,Black Soil,6.8,Medium,23,1827,58,Haryana,August,October,133,Blight,Neem Oil Spray,Nitrogen,113,62,
Kenaf,Pusa Rohini,Kharif,Black Soil,6.8,Low,30,1367,43,Karnataka,April,October,200,Wilt,Biological Control,DAP,59,96,
Kenaf,Bhima Super,Zaid,Black Soil,7,High,24,1422,47,Andhra Pradesh,August,December,113,Mildew,Integrated Pest Management,Compost,21,50,
Kenaf,IR36,Kharif,Black Soil,7.4,High,28,1901,90,Tamil Nadu,February,September,91,Bacterial Blight,Neem Oil Spray,DAP,72,34,
Kenaf,RD 2668,Annual,Sandy Loam,7.7,Medium,26,2039,53,Punjab,January,March,169,Wilt,Neem Oil Spray,DAP,89,39,
Plantain,Co 0238,Annual,Clayey,7.7,Low,24,2068,82,Bihar,February,April,111,Rust,Crop Rotation,Potash,74,103,
Plantain,Arka Rakshak,Kharif,Clayey,6.1,Medium,21,1736,72,Telangana,December,December,118,Blight,Crop Rotation,DAP,33,110,
Plantain,Pusa Vishal,Zaid,Alluvial,5.7,Low,33,1983,51,Kerala,June,September,77,Leaf Spot,Chemical Pesticide,Compost,32,13,
Plantain,Pant Shubhra,Rabi,Loamy,6.9,Low,36,1442,68,Madhya Pradesh,December,March,139,Rust,Crop Rotation,Nitrogen,80,116,
Plantain,SML 668,Annual,Sandy Loam,6.9,Low,36,2187,65,Rajasthan,November,November,181,Rust,Crop Rotation,DAP,87,140,
Plantain,Pusa Basmati 1121,Annual,Alluvial,5.6,Low,24,950,40,Haryana,November,April,184,Rust,Integrated Pest Management,Potash,44,83,
Plantain,ADT 43,Rabi,Sandy Loam,7.8,Medium,29,1201,83,Tamil Nadu,January,June,74,Rust,Crop Rotation,Compost,111,100,
Plantain,LBG 20,Rabi,Sandy Loam,6.2,Medium,19,1912,53,Kerala,May,May,173,Rust,Crop Rotation,DAP,39,15,
Plantain,CSH 14,Zaid,Clayey,5.7,Low,18,1028,75,Telangana,October,May,73,Blight,Chemical Pesticide,Compost,20,102,
Plantain,Morden,Rabi,Loamy,6.8,Low,29,680,43,Karnataka,December,March,93,Blight,Chemical Pesticide,Potash,67,58,
Custard Apple,Co 86032,Rabi,Black Soil,7.2,Medium,33,1628,61,Tamil Nadu,April,September,111,Leaf Spot,Biological Control,Nitrogen,107,97,
Custard Apple,Kalyan Sona,Annual,Loamy,6,Medium,22,565,76,Maharashtra,March,July,117,Rust,Integrated Pest Management,Nitrogen,30,53,
Custard Apple,T9,Annual,Loamy,6.2,High,35,1711,62,Madhya Pradesh,February,May,70,Rust,Integrated Pest Management,NPK,65,148,
Custard Apple,ICPL 87119,Annual,Black Soil,6.2,High,24,1091,79,Bihar,September,January,86,Leaf Spot,Chemical Pesticide,Potash,117,45,
Custard Apple,Japanese White,Zaid,Sandy Loam,5.7,Low,19,1315,46,Haryana,September,August,82,Rust,Biological Control,Nitrogen,87,107,
Custard Apple,Arka Rakshak,Annual,Clayey,6.7,Medium,31,582,66,Tamil Nadu,December,February,93,Rust,Crop Rotation,Potash,32,64,
Custard Apple,PDM 139,Rabi,Black Soil,6.4,High,20,970,42,West Bengal,April,August,137,Leaf Spot,Crop Rotation,Potash,116,68,
Custard Apple,Samrat,Kharif,Clayey,5.8,High,18,1492,65,Karnataka,September,June,70,Mildew,Chemical Pesticide,DAP,52,103,
Custard Apple,Pusa Bold,Zaid,Loamy,5.9,Medium,27,1080,52,Odisha,January,September,117,Wilt,Neem Oil Spray,NPK,21,107,
Custard Apple,Co 99004,Zaid,Sandy Loam,7.5,Low,38,364,40,Gujarat,December,October,199,Bacterial Blight,Crop Rotation,Nitrogen,29,86,
Sapota,Pusa Red,Rabi,Alluvial,6.5,Medium,34,1508,57,Tamil Nadu,November,July,73,Rust,Integrated Pest Management,NPK,72,72,
Sapota,RT 46,Rabi,Loamy,7,Medium,34,465,47,West Bengal,October,May,67,Mildew,Crop Rotation,Nitrogen,29,95,
Sapota,TC 25,Zaid,Loamy,6.8,High,22,471,68,Maharashtra,October,December,150,Leaf Spot,Neem Oil Spray,Potash,64,64,
Sapota,Pusa Drumhead,Annual,Loamy,6.7,High,18,1292,44,Odisha,April,May,62,Blight,Integrated Pest Management,Compost,74,133,
Sapota,PBW 343,Rabi,Clayey,6.1,High,32,1987,59,Karnataka,December,August,72,Bacterial Blight,Biological Control,Potash,64,123,
Sapota,NRC 37,Kharif,Black Soil,7.6,Medium,29,503,49,Uttar Pradesh,May,June,168,Rust,Chemical Pesticide,Potash,58,126,
Sapota,T 13,Zaid,Clayey,6.1,Low,31,2157,79,Odisha,February,July,120,Wilt,Crop Rotation,DAP,62,12,
Sapota,Pusa Basmati 1121,Rabi,Alluvial,6,High,29,332,43,Madhya Pradesh,August,August,144,Bacterial Blight,Neem Oil Spray,NPK,61,34,
Sapota,KBSH 1,Zaid,Black Soil,7.5,Low,37,443,60,Maharashtra,November,September,106,Wilt,Integrated Pest Management,Potash,89,123,
Sapota,Pusa Kesar,Annual,Alluvial,5.6,High,24,394,82,Maharashtra,August,May,128,Mildew,Chemical Pesticide,Potash,101,55,
Jamun,HD 3086,Zaid,Clayey,5.8,Medium,27,844,50,West Bengal,February,February,110,Leaf Spot,Integrated Pest Management,Nitrogen,105,116,
Jamun,Pratap Makka 5,Kharif,Black Soil,7.3,High,26,420,83,Andhra Pradesh,September,February,168,Rust,Biological Control,DAP,30,42,
Jamun,HD 2967,Zaid,Alluvial,6.9,High,20,1286,57,Rajasthan,February,August,146,Wilt,Biological Control,NPK,64,66,
Jamun,Pusa Rohini,Annual,Clayey,6.1,High,31,585,50,Punjab,March,January,61,Mildew,Chemical Pesticide,Potash,23,39,
Jamun,JL 24,Annual,Black Soil,6.9,Low,21,1934,78,Telangana,September,November,185,Bacterial Blight,Crop Rotation,Nitrogen,113,95,
Jamun,RD 2035,Annual,Clayey,6.9,Medium,36,1650,49,Karnataka,June,May,183,Blight,Neem Oil Spray,Nitrogen,111,35,
Jamun,Co 0118,Annual,Loamy,6.4,Low,32,703,88,Gujarat,November,February,109,Mildew,Chemical Pesticide,DAP,74,82,
Jamun,Kadiri 6,Kharif,Alluvial,7.1,Low,20,1354,40,Tamil Nadu,December,December,61,Rust,Integrated Pest Management,DAP,20,12,
Jamun,Arka Nidhi,Rabi,Sandy Loam,5.9,High,24,1083,54,Bihar,October,December,124,Leaf Spot,Neem Oil Spray,Compost,76,115,
Jamun,NCS 145 Bt,Annual,Black Soil,6.2,Low,32,794,80,Tamil Nadu,June,January,86,Rust,Chemical Pesticide,Compost,77,38,
Amla,Rohini,Zaid,Clayey,7.3,Low,20,1893,53,Punjab,May,June,196,Rust,Biological Control,NPK,61,58,
Amla,Kufri Jyoti,Zaid,Black Soil,7.7,Medium,33,1678,67,Bihar,March,September,147,Blight,Neem Oil Spray,Nitrogen,42,11,
Amla,UPAS 120,Annual,Loamy,6.4,Low,32,703,88,Gujarat,November,February,109,Mildew,Chemical Pesticide,DAP,74,82,
Amla,Bhima Super,Annual,Black Soil,5.7,High,31,1922,56,Karnataka,May,August,95,Rust,Neem Oil Spray,Compost,37,11,
Amla,Agrifound Light Red,Zaid,Alluvial,5.8,High,37,667,48,Gujarat,April,February,148,Rust,Biological Control,Nitrogen,106,91,
Amla,PU 31,Zaid,Black Soil,6.2,Medium,23,333,73,Kerala,July,September,196,Mildew,Integrated Pest Management,DAP,85,142,
Amla,Maruti,Kharif,Loamy,5.7,Low,34,2197,75,Kerala,November,February,132,Leaf Spot,Neem Oil Spray,DAP,66,146,
Amla,ICPL 87119,Zaid,Clayey,7.4,Low,25,1043,59,Maharashtra,April,November,147,Wilt,Integrated Pest Management,Potash,40,127,
Amla,Pusa Purple Long,Kharif,Alluvial,6.4,Low,23,310,60,Tamil Nadu,December,May,149,Wilt,Crop Rotation,Compost,21,14,
Amla,MACS 450,Rabi,Alluvial,7.3,High,18,521,41,West Bengal,June,June,198,Bacterial Blight,Chemical Pesticide,Potash,53,42,
Bael,Vivek QPM 9,Kharif,Clayey,6.2,High,35,1626,47,Haryana,December,December,63,Bacterial Blight,Biological Control,NPK,98,28,
Bael,HHB 67,Annual,Clayey,6.9,Medium,26,1465,65,Rajasthan,August,March,119,Wilt,Integrated Pest Management,Compost,78,74,
Bael,Pusa Vishal,Annual,Alluvial,7.6,High,22,1569,65,Bihar,September,February,190,Rust,Integrated Pest Management,Nitrogen,116,37,
